FECHA;SUB_20001;SUB_20003;SUB_20004;SUB_20005;SUB_20006;SUB_20007;SUB_20008;SUB_20010;SUB_20012;SUB_20013;SUB_20016;SUB_20031;SUB_20032;SUB_20035;SUB_20036;SUB_20038;SUB_20039;SUB_20040;SUB_20042;SUB_20043;SUB_20044;SUB_20045;SUB_20046;SUB_20048;SUB_20049;SUB_20051;SUB_20052;SUB_20054;SUB_20055;SUB_20056;SUB_20057;SUB_20058;SUB_20060;SUB_20065;SUB_20066;SUB_20068;SUB_20070;SUB_20071;SUB_20072;SUB_20081;SUB_20082;SUB_20083;SUB_20091;
2005-09-27;10678.48930;4546.79980;4965.87990;3384.24000;10456.21000;1215.66000;2116.41990;6.13880;14.36520;6.91430;3.73270;2.43800;0.11340;27.34160;27.63020;35.25880;38.00720;53.29850;16.45940;20.52090;28.09000;29.17800;11.48740;40.86520;13.65070;58.96090;7.26440;14.36040;27.11650;6.37140;9.75170;9.31640;29.97840;12.15380;7.23160;2.18700;1215.66000;2116.41990;10678.48930;1.37580;38.64760;3384.24000;12.56170;
2005-09-28;10801.68950;4599.62990;5048.74020;3429.41990;10473.08980;1216.89000;2115.39990;6.18870;14.29630;7.06010;3.80250;2.47080;0.11420;28.41210;28.16700;36.12440;39.00930;54.21350;16.77750;20.95280;28.46400;29.14670;11.60390;41.46840;13.71890;61.18530;7.59460;14.47190;27.32130;6.43950;9.91630;9.37230;30.06560;12.28040;7.26360;2.22980;1216.89000;2115.39990;10801.68950;1.36930;38.81870;3429.41990;12.79720;
2005-09-29;10780.58890;4578.85990;5021.16990;3412.75000;10552.78030;1227.68010;2141.22000;6.16150;14.40240;7.03580;3.81300;2.44750;0.11310;27.69640;27.49770;36.12440;38.95420;53.78460;16.69320;20.73340;28.50140;28.55120;11.52620;41.21540;13.62600;60.96560;7.59460;14.54630;27.40560;6.40970;9.86280;9.29930;29.90220;12.21450;7.30830;2.20870;1227.68010;2141.22000;10780.58890;1.36290;38.59050;3412.75000;12.64540;
2005-09-30;10813.88960;4600.02000;5044.12010;3428.51000;10568.70020;1228.81010;2151.68990;6.17500;14.30160;7.09420;3.81650;2.46130;0.11270;27.47230;27.93170;36.52840;38.99430;54.29920;16.99230;20.90490;28.61360;28.11240;11.48740;41.57870;13.69410;61.70160;7.59460;14.59410;27.35740;6.44380;9.82580;9.30170;29.98390;12.25000;7.38500;2.35300;1228.81010;2151.68990;10813.88960;1.37580;39.21800;3428.51000;12.69260;
2005-10-03;10880.68950;4622.54000;5082.06980;3449.34010;10535.48050;1226.70000;2155.42990;6.17500;14.46600;7.14760;3.82000;2.48350;0.11420;28.00760;28.13020;37.10540;39.36010;54.89970;17.38380;21.04880;28.89410;28.17510;11.64270;41.89000;13.90470;61.79500;7.59460;14.69510;27.20080;6.46500;9.78870;9.39180;30.16360;12.25000;7.41050;2.34480;1226.70000;2155.42990;10880.68950;1.38870;39.56030;3449.34010;12.94900;
2005-10-04;10919.18950;4650.24020;5138.02000;3464.23000;10441.11040;1214.47000;2139.36010;6.20230;14.25380;7.21080;3.83040;2.50790;0.11350;28.30630;29.41720;37.33630;39.87620;55.30000;17.56320;21.41220;28.85670;28.51980;11.80790;42.25980;14.07190;62.49250;7.59460;14.38690;26.92370;6.49910;9.63240;9.51590;30.33790;12.31070;7.39140;2.35850;1214.47000;2139.36010;10919.18950;1.44680;39.98810;3464.23000;13.08510;
2005-10-05;10823.08890;4594.10990;5069.41990;3418.84010;10317.36040;1196.39000;2103.02000;6.24310;13.80290;7.08930;3.78500;2.48990;0.11290;27.66530;28.21110;36.93230;39.14470;54.75680;17.29140;20.80890;28.63230;28.30050;11.67190;41.54620;13.92320;61.45450;7.59460;14.16380;26.06840;6.43950;9.63240;9.51100;29.90220;12.23990;7.32110;2.35300;1196.39000;2103.02000;10823.08890;1.44680;40.15920;3418.84010;12.96470;
2005-10-06;10750.88960;4536.89990;5017.27000;3384.14990;10287.09960;1191.49000;2084.08010;6.34730;13.54830;7.03580;3.75010;2.46760;0.11220;27.01180;27.49770;36.47060;38.67860;53.89890;17.04670;20.65110;28.35180;27.64230;11.39030;41.28670;13.74980;60.72400;7.59460;13.84500;25.50230;6.51610;9.75990;9.45380;29.62990;12.19430;7.29550;2.34210;1191.49000;2084.08010;10750.88960;1.44040;39.67430;3384.14990;12.71350;
2005-10-07;10732.38960;4528.79000;5007.77000;3374.10010;10292.30960;1195.90000;2090.35010;6.33830;13.55890;7.05530;3.73960;2.44860;0.11270;26.94950;27.29920;36.41290;38.57840;54.07050;17.09560;20.60320;28.22090;27.48560;11.39030;41.13110;13.58880;61.60820;7.26440;13.81310;25.64680;6.49480;9.69410;9.34920;29.26490;12.21450;7.33390;2.33780;1195.90000;2090.35010;10732.38960;1.43390;39.70290;3374.10010;12.82860;
2005-10-10;10800.58890;4536.22020;5022.79000;3381.16990;10238.75980;1187.33000;2078.91990;6.37910;13.52710;7.06980;3.78150;2.44750;0.11370;26.52630;26.82850;36.52840;39.07450;54.24210;17.23700;20.62370;28.29570;27.36030;11.33200;41.00790;13.50210;62.94290;7.26440;13.76530;25.69500;6.49480;9.69820;9.33340;29.00890;12.50810;7.28910;2.36340;1187.33000;2078.91990;10800.58890;1.45970;39.84550;3381.16990;12.89670;
2005-10-11;10810.18950;4549.68020;5032.46000;3387.46000;10253.16990;1184.87000;2061.09010;6.39720;13.49530;7.06980;3.77110;2.43380;0.11510;26.52010;26.82850;36.75920;39.01440;54.41360;17.09560;20.74710;28.40790;27.54830;11.42910;41.03380;13.39060;63.47570;7.59460;13.79190;25.97210;6.51190;9.71880;9.25310;28.98720;12.80680;7.30830;2.38840;1184.87000;2061.09010;10810.18950;1.43390;39.53170;3387.46000;12.95950;
2005-10-12;10721.78910;4515.04980;4981.77000;3359.85010;10216.91020;1177.68010;2037.47000;6.30200;13.50590;7.03060;3.76060;2.40410;0.11430;26.28980;26.50490;36.58600;38.66360;54.01330;16.81020;20.40430;28.03390;27.26620;11.31260;40.61220;13.20480;63.10770;7.59460;13.63780;25.79140;6.46930;9.66940;9.10940;28.58410;12.63470;7.22530;2.38130;1177.68010;2037.47000;10721.78910;1.41450;38.81870;3359.85010;12.88100;
2005-10-13;10567.08890;4470.12990;4950.06980;3331.41990;10216.58980;1176.84000;2047.22000;6.28390;13.20350;6.96690;3.70470;2.38190;0.11360;26.25240;26.08570;36.23980;38.06230;53.35570;16.72860;20.36320;27.71590;27.20360;11.33200;40.48890;13.10570;62.93190;7.59460;13.50500;25.35770;6.43950;9.62410;9.05830;28.30630;12.33100;7.11660;2.34970;1176.84000;2047.22000;10567.08890;1.39510;38.61900;3331.41990;12.73970;
2005-10-17;10629.48930;4489.21000;4978.83010;3356.77000;10348.09960;1190.10000;2070.30000;6.33830;13.29370;7.05020;3.79900;2.38080;0.11190;26.56360;25.87980;36.87460;38.60850;54.09910;16.47030;20.25350;28.10870;27.39160;11.49710;41.02080;13.40300;63.90960;7.59460;13.46780;25.14090;6.49480;9.65290;9.06320;28.32270;12.08800;7.16140;2.34650;1190.10000;2070.30000;10629.48930;1.39510;38.96130;3356.77000;12.48320;
2005-10-18;10529.88960;4461.14010;4947.18020;3334.79000;10285.25980;1178.14000;2056.00000;6.26580;13.19290;6.98650;3.76060;2.37130;0.11170;26.21510;25.87250;36.58600;38.16250;53.55580;16.41590;20.14380;27.92160;27.04690;11.42910;40.79380;13.52690;63.30540;7.59460;13.44660;24.98430;6.46080;9.56650;9.01820;28.13750;11.85520;7.16140;2.35300;1178.14000;2056.00000;10529.88960;1.38870;38.84720;3334.79000;12.45180;
2005-10-19;10402.48930;4375.08980;4845.98000;3279.61010;10414.12990;1195.76000;2091.24000;6.21590;13.04970;6.92270;3.71170;2.35970;0.11090;25.44330;25.54890;35.66280;37.26560;52.06900;16.12230;19.75300;27.47280;26.38870;11.12810;39.89210;13.26050;61.89930;7.59460;13.12250;24.44220;6.32890;9.38960;8.93780;27.88700;11.51090;7.05280;2.35570;1195.76000;2091.24000;10402.48930;1.36290;39.18950;3279.61010;12.16390;
2005-10-20;10382.28910;4390.66020;4864.25000;3284.77000;10281.09960;1177.80000;2068.11010;6.20680;12.84810;6.94230;3.73270;2.36070;0.11220;25.09480;25.56360;36.06670;37.68650;52.72660;16.19030;19.77350;27.60370;26.26340;11.32230;39.85970;13.37200;62.64630;7.59460;13.09590;24.43010;6.34160;9.40610;9.00600;28.06670;11.39960;6.96330;2.36660;1177.80000;2068.11010;10382.28910;1.36290;39.01830;3284.77000;12.05400;
2005-10-21;10368.78910;4366.52000;4838.39990;3271.05000;10215.21970;1179.59000;2082.21000;6.23850;12.71550;6.92270;3.73610;2.35540;0.11160;24.75250;25.15910;35.89360;37.56120;52.12620;15.98090;19.58150;27.32320;26.16930;11.16700;39.47060;13.37200;62.45960;7.59460;12.92060;24.26150;6.35860;9.42250;9.04010;28.05040;11.36920;6.92500;2.46900;1179.59000;2082.21000;10368.78910;1.36290;38.47640;3271.05000;11.95460;
2005-10-24;10534.48930;4421.97020;4901.79000;3310.12990;10385.00000;1199.38000;2115.83010;6.28390;12.99130;7.04040;3.79550;2.37660;0.11400;25.41840;25.38710;36.00900;38.04730;52.89810;16.38060;20.04090;27.77200;26.16930;11.29320;39.80140;13.41540;63.33840;7.59460;13.11190;24.87580;6.36290;9.40200;9.14840;28.69310;11.58180;7.03360;2.49570;1199.38000;2115.83010;10534.48930;1.40160;38.84720;3310.12990;12.33140;
2005-10-25;10476.58890;4396.99020;4872.97020;3292.52000;10377.87010;1196.54000;2109.45000;6.25670;12.92240;7.09920;3.67680;2.36280;0.11450;25.38730;25.15910;35.83590;38.27780;52.61220;16.12770;19.62270;27.79080;26.04400;11.21550;39.43160;13.40300;63.86010;7.59460;13.08530;24.71920;6.31180;9.48420;9.03270;28.46970;11.71850;6.99530;2.51100;1196.54000;2109.45000;10476.58890;1.40160;38.39090;3292.52000;12.48840;
2005-10-26;10473.38960;4412.70020;4900.79000;3304.27000;10344.98050;1191.38000;2100.05000;6.26120;13.08680;7.13840;3.65930;2.34800;0.11440;25.83540;25.61500;36.00900;38.53830;53.41290;16.28000;19.51990;27.64110;25.94990;11.27380;39.60030;13.49590;64.48080;7.92490;13.25530;25.03250;6.35010;9.54190;8.95370;28.42070;11.69320;6.96330;2.60570;1191.38000;2100.05000;10473.38960;1.40160;38.21970;3304.27000;12.37850;
2005-10-27;10328.58890;4336.41020;4806.04980;3241.13990;10229.95020;1178.90000;2063.81010;6.19320;12.83750;7.03550;3.59650;2.32150;0.11400;25.30020;24.73250;35.72050;38.00720;53.01250;15.86950;19.10160;27.51020;26.13790;11.15720;38.97110;13.22340;63.36030;7.59460;13.31370;24.36990;6.23100;8.94930;8.79300;27.96860;11.55650;6.96330;2.56000;1178.90000;2063.81010;10328.58890;1.38870;37.19290;3241.13990;12.29480;
2005-10-28;10339.48930;4326.71000;4825.64010;3245.98000;10402.76950;1198.41000;2089.87990;6.17500;12.77380;7.03060;3.63490;2.31840;0.11180;25.25040;24.40900;35.72050;38.08230;52.89810;15.98360;19.30730;27.77200;25.94990;11.15720;39.26950;13.24810;63.28890;7.59460;13.40940;24.39400;6.26930;8.90410;8.93900;28.32270;11.36320;6.90580;2.61120;1198.41000;2089.87990;10339.48930;1.38220;37.25000;3245.98000;12.18480;
2005-10-31;10493.78910;4436.45020;4929.06980;3320.14990;10440.07030;1207.01000;2120.30000;6.03450;13.17700;7.21200;3.71520;2.36500;0.11400;26.00970;24.93110;36.52840;39.14960;54.47080;16.35340;19.86270;28.37050;26.67080;11.40000;40.25540;13.50210;64.71690;7.92490;13.66970;25.22520;6.27780;8.92050;9.20070;29.01990;11.67560;6.98250;2.60850;1207.01000;2120.30000;10493.78910;1.42100;38.10560;3320.14990;12.48320;
2005-11-01;10427.18950;4434.75000;4922.54980;3312.45000;10406.76950;1202.76000;2114.05000;5.93030;13.10800;7.21200;3.68800;2.35440;0.11400;25.61140;24.82080;36.64380;38.88400;54.89970;16.31260;19.78730;28.18350;26.63940;11.40000;40.30080;13.42160;65.15080;7.92490;13.63250;25.35770;6.17140;9.04810;9.13990;28.98720;11.68580;6.95060;2.61770;1202.76000;2114.05000;10427.18950;1.44680;37.73480;3312.45000;12.58260;
2005-11-02;10424.48930;4429.64990;4954.83010;3320.62010;10472.73050;1214.76000;2144.31010;5.89400;13.25660;7.23160;3.69160;2.40510;0.11330;25.97860;24.85760;36.75920;39.41020;55.01410;16.09240;19.86960;28.01520;26.57680;11.47770;40.59270;13.60120;65.46940;7.92490;13.65730;25.41790;6.32890;9.01520;9.08870;29.16140;11.61410;6.98890;2.59100;1214.76000;2144.31010;10424.48930;1.55280;37.53520;3320.62010;12.44650;
2005-11-03;10476.88960;4502.02000;5011.00000;3361.63990;10522.58980;1219.93990;2160.22000;5.80330;13.38390;7.31990;3.74800;2.41270;0.11260;26.25240;24.99730;37.74020;39.92130;56.04350;16.17670;20.17120;28.42660;26.85880;11.02130;40.78080;13.83650;65.84290;8.25510;13.86040;26.05640;6.38420;9.06870;9.22020;29.76060;11.78820;6.93140;2.60080;1219.93990;2160.22000;10476.88960;1.55280;37.99150;3361.63990;12.45700;
2005-11-04;10412.28910;4498.70020;4995.24020;3355.28000;10530.75980;1220.14000;2169.42990;5.77610;13.46870;7.22180;3.71270;2.41380;0.11190;25.89150;24.74730;37.62480;39.91130;55.87190;16.04620;20.08200;28.27700;26.48270;11.40970;40.30730;13.86130;65.46940;8.25510;13.92460;26.15280;6.35440;9.03990;9.18850;30.65380;11.79850;6.81640;2.56540;1220.14000;2169.42990;10412.28910;1.53860;38.21970;3355.28000;12.55120;
2005-11-07;10420.88960;4503.64990;5024.20020;3362.83010;10586.23050;1222.81010;2178.24000;5.82140;13.41040;7.22670;3.68450;2.41160;0.11230;26.33340;25.35030;37.74020;39.82110;55.84330;16.23920;20.30830;28.44530;26.54540;11.40970;40.34630;13.91090;65.84290;8.25510;13.81770;25.93590;6.37570;8.94930;9.23600;31.16040;11.74730;6.83560;2.58670;1222.81010;2178.24000;10420.88960;1.53860;38.73310;3362.83010;12.50940;
2005-11-08;10440.18950;4503.62010;5008.83010;3361.75000;10539.71970;1218.59000;2172.07010;5.84410;13.39450;7.24630;3.70570;2.39640;0.11220;26.47030;25.55620;37.68250;39.80610;55.70030;16.11690;20.12320;28.27700;26.29470;11.39960;40.21000;13.88610;65.52430;7.92490;13.87110;25.82750;6.39270;9.10570;9.12770;30.50130;11.74210;6.87390;2.58180;1218.59000;2172.07010;10440.18950;1.53860;39.36060;3361.75000;12.51460;
2005-11-10;10438.38960;4479.50000;5015.54980;3361.05000;10640.09960;1230.96000;2196.67990;5.80330;13.00720;7.28060;3.71270;2.40940;0.10990;26.11550;24.37210;38.43270;40.18690;56.50090;16.17670;21.17910;28.29570;26.60810;11.41970;40.43050;13.96660;66.21640;8.25510;13.75350;25.03250;6.20970;8.90820;9.21170;30.39240;11.70120;6.81000;2.57850;1230.96000;2196.67990;10438.38960;1.53860;38.76160;3361.05000;12.39940;
2005-11-11;10510.28910;4536.49020;5090.75000;3406.23000;10686.04000;1234.72000;2202.47000;5.73980;13.12390;7.34440;3.77260;2.42900;0.10990;26.54500;24.85760;39.24050;40.98360;57.18720;16.56550;21.85100;28.66970;26.79610;11.57070;41.05970;14.18960;65.63420;8.25510;13.68400;25.08060;6.23520;8.90000;9.39180;30.72470;11.70120;6.84830;2.58180;1234.72000;2202.47000;10510.28910;1.54570;39.56030;3406.23000;12.51460;
2005-11-14;10504.58890;4548.45020;5092.43020;3412.18990;10697.16990;1233.76000;2200.95000;5.76250;13.18230;7.26590;3.74440;2.43990;0.11080;26.60100;24.47510;39.12510;40.98860;57.30160;16.63070;22.24870;28.74450;26.57680;11.63100;41.03380;14.31960;65.62320;8.25510;13.77490;25.53840;6.20120;8.94930;9.40520;30.88810;11.70120;7.02080;2.58990;1233.76000;2200.95000;10504.58890;1.55990;39.38910;3412.18990;12.49370;
2005-11-15;10456.28910;4543.14990;5110.60990;3413.96000;10686.44040;1229.01000;2186.74000;5.66270;13.10270;7.29540;3.75500;2.43560;0.11050;26.72550;24.23980;38.89430;41.13890;57.04420;16.76120;22.28300;28.98770;26.51410;11.62100;41.31920;14.30110;65.76600;8.25510;13.91390;25.86360;6.12880;8.68190;9.51100;31.49810;11.63460;6.96970;2.58180;1229.01000;2186.74000;10456.28910;1.55280;39.13240;3413.96000;12.42040;
2005-11-16;10391.68950;4512.12990;5081.46000;3391.59010;10674.75980;1231.21000;2187.92990;5.60830;13.01250;7.27570;3.75150;2.43230;0.10990;26.65080;24.10740;38.60580;40.45750;57.18720;16.57910;22.28300;28.61360;26.20070;11.47000;41.46190;14.12140;65.68360;8.25510;13.86040;25.52640;6.07350;8.66950;9.44410;30.80090;11.43490;6.99530;2.56160;1231.21000;2187.92990;10391.68950;1.52440;38.98980;3391.59010;12.50940;
2005-11-17;10445.18950;4523.18020;5099.72020;3404.12010;10720.21970;1242.80000;2220.46000;5.58570;13.08680;7.30520;3.77620;2.44540;0.11120;26.78150;23.86480;38.43270;40.62780;56.81550;16.61980;22.61200;28.44530;26.23200;11.50020;41.66300;14.15240;66.01860;8.25510;14.01010;25.77930;6.08200;8.66950;9.43440;30.94250;11.49640;7.12940;2.55400;1242.80000;2220.46000;10445.18950;1.53150;38.96130;3404.12010;12.72920;
2005-11-18;10527.08890;4556.23000;5123.50000;3427.17990;10766.33010;1248.27000;2227.07010;5.65820;13.20880;7.32970;3.80090;2.44430;0.11220;26.91840;23.82800;38.89430;40.82330;57.30160;16.67150;22.81090;28.65100;26.38870;11.49010;42.15590;14.27010;66.95230;8.25510;14.16510;25.99620;6.08200;8.74770;9.38330;30.80090;11.72170;7.27000;2.56000;1248.27000;2227.07010;10527.08890;1.55280;39.53170;3427.17990;12.77110;
2005-11-21;10535.08890;4586.37990;5170.60990;3450.01000;10820.28030;1254.85000;2241.66990;5.62200;13.58010;7.34930;3.79730;2.43880;0.11180;27.43500;24.10010;39.24050;41.23920;57.64470;16.87810;23.18800;28.91280;26.48270;11.40970;42.30510;14.44350;67.01830;8.58520;14.29340;26.39370;6.10750;8.74770;9.55360;31.10050;11.66530;7.18050;2.55450;1254.85000;2241.66990;10535.08890;1.54570;39.84550;3450.01000;12.84430;
2005-11-22;10522.88960;4580.81010;5174.72020;3450.51000;10871.42970;1261.23000;2253.56010;5.60830;13.72870;7.31500;3.81140;2.41710;0.11310;26.67570;23.79120;38.89430;41.39450;57.58750;16.90260;23.27710;28.76320;26.35740;11.45990;42.22730;14.41250;67.06220;8.58520;14.41100;26.85140;6.07770;8.67370;9.80680;31.32380;11.63970;7.15500;2.54960;1261.23000;2253.56010;10522.88960;1.53860;39.56030;3450.51000;12.65590;
2005-11-23;10626.68950;4608.64990;5196.08010;3471.42990;10916.08980;1265.61000;2259.98000;5.66730;13.74990;7.40320;3.84670;2.44870;0.11500;26.88730;23.53380;39.52910;42.01090;58.21650;16.98140;22.96170;28.68840;26.51410;11.50020;42.42190;14.53640;66.93040;8.58520;14.40570;26.33350;6.13730;8.96170;9.87130;31.37280;11.69100;7.21890;2.56490;1265.61000;2259.98000;10626.68950;1.53860;39.81700;3471.42990;12.82340;
2005-11-25;10656.28910;4600.48000;5194.27000;3466.08010;10931.62010;1268.25000;2263.01000;5.74890;13.78170;7.40810;3.81850;2.45740;0.11560;26.63210;23.53380;39.24050;41.95570;58.27380;17.07390;22.97540;28.61360;26.54540;11.51030;42.16890;14.49310;67.35330;8.58520;14.32550;27.83750;6.12880;8.97810;9.89320;31.91750;11.71660;7.18690;2.54910;1268.25000;2263.01000;10656.28910;1.54570;39.58880;3466.08010;12.84430;
2005-11-28;10618.78910;4575.31010;5176.58980;3453.11010;10890.71970;1257.46000;2239.37010;5.65820;13.60670;7.39830;3.82200;2.45850;0.11540;26.56360;23.57790;39.06750;41.76530;58.21650;16.99230;22.92740;28.48270;26.73350;11.44990;42.02620;14.66650;67.63890;8.58520;14.09560;27.36590;6.06500;8.79710;9.77390;31.53620;11.66530;7.21250;2.55240;1257.46000;2239.37010;10618.78910;1.54570;39.30360;3453.11010;13.00660;
2005-11-29;10620.08890;4588.73000;5199.48000;3463.66990;10888.16020;1257.48000;2232.71000;5.70350;13.45810;7.37870;3.82550;2.46060;0.11570;26.68810;23.87950;39.35600;42.04090;58.33090;17.04670;23.09890;28.83800;27.23490;11.45990;42.09760;14.70980;68.05080;8.58520;14.15980;27.22570;6.06070;8.80120;9.80920;31.92830;11.65510;7.18050;2.55070;1257.48000;2232.71000;10620.08890;1.55280;39.49260;3463.66990;13.00660;
2005-11-30;10557.78910;4567.41020;5193.39990;3447.07010;10805.87010;1249.48000;2232.82010;5.69450;13.26720;7.36400;3.80790;2.43450;0.11520;26.72550;23.93830;38.77890;41.65510;57.81620;17.03310;23.21540;28.68840;27.36030;11.48010;41.73430;14.69740;67.82560;8.58520;13.96200;27.07270;6.00110;8.74770;9.83480;31.97190;11.51690;7.21250;2.54530;1249.48000;2232.82010;10557.78910;1.54570;39.29210;3447.07010;12.82340;
2005-12-01;10678.68950;4636.46000;5266.54980;3501.53000;10912.57030;1264.67000;2267.16990;5.76250;13.52180;7.43750;3.85730;2.45190;0.11540;27.05530;24.51930;39.47140;42.31150;58.78850;17.33760;23.71590;29.19340;27.29760;11.63100;42.31160;15.16820;69.12180;8.58520;14.18120;27.74830;6.01820;8.88760;9.95650;32.48390;11.73700;7.39140;2.59160;1264.67000;2267.16990;10678.68950;1.54570;39.75030;3501.53000;12.98570;
2005-12-02;10649.78910;4662.50000;5307.99020;3519.65990;10877.50980;1265.08000;2273.37010;5.75340;13.55890;7.37870;3.85020;2.45080;0.11680;27.05530;24.78400;39.29830;42.54200;58.78850;17.36480;23.99700;29.43650;27.39160;11.70140;42.49320;15.38490;70.27520;8.91540;14.34690;27.91400;6.03090;8.85470;10.02460;32.59830;11.75240;7.44250;2.59810;1265.08000;2273.37010;10649.78910;1.54570;40.49490;3519.65990;12.92810;
2005-12-05;10532.08890;4650.54000;5266.85990;3499.39990;10835.00980;1262.09000;2257.63990;5.70350;13.58010;7.24140;3.77620;2.43990;0.11620;26.73170;24.96790;38.89430;42.04090;58.38820;17.20710;23.79130;29.21210;27.92440;11.63100;42.15590;15.18670;70.51690;8.91540;14.39500;28.00320;5.92450;8.71480;9.87620;32.31510;11.59360;7.32110;2.55400;1262.09000;2257.63990;10532.08890;1.54570;40.32310;3499.39990;12.97000;
2005-12-06;10539.28910;4677.20020;5300.85010;3516.84010;10856.86040;1263.70000;2260.76000;5.69900;13.54830;7.20220;3.77260;2.45080;0.11590;26.99310;24.96060;39.35600;42.40170;59.01720;17.26420;23.70220;29.34300;27.95570;11.61090;42.70730;15.27350;70.68170;8.91540;14.38960;27.86300;5.96710;8.82590;10.00640;32.36950;11.54760;7.30830;2.56050;1263.70000;2260.76000;10539.28910;1.54570;40.09400;3516.84010;13.05890;
2005-12-07;10506.58890;4660.58010;5266.75000;3505.34010;10810.91020;1257.37000;2252.01000;5.71260;13.48470;7.17280;3.77620;2.46060;0.11680;26.75660;24.93840;39.29830;42.12110;58.84560;17.09020;23.34560;29.41780;27.61100;11.67120;43.11600;15.21770;69.34150;8.91540;14.26130;27.63360;5.97980;8.83410;9.87010;32.08090;11.34790;7.41050;2.54420;1257.37000;2252.01000;10506.58890;1.53860;40.43770;3505.34010;12.99090;
2005-12-08;10495.78910;4669.93020;5286.75000;3510.37990;10755.12010;1255.84000;2246.46000;5.66730;13.50590;7.18260;3.78320;2.45850;0.11790;26.81260;24.99730;39.06750;42.11610;58.61690;17.15540;23.55140;29.67960;27.89300;11.67120;43.37540;15.26730;68.90760;8.91540;14.48580;27.93950;5.97980;8.80120;9.89810;32.11900;11.33250;7.37860;2.54850;1255.84000;2246.46000;10495.78910;1.53860;40.81000;3510.37990;13.11130;
2005-12-09;10489.28910;4661.00980;5282.12990;3500.80000;10778.58010;1259.37000;2256.73000;5.69000;13.26720;7.20710;3.78680;2.44430;0.11770;26.87480;24.89430;38.72120;41.85550;58.38820;17.15540;23.35250;29.73570;28.04970;11.66120;43.97870;15.32920;68.87470;8.91540;14.33620;27.65910;5.96710;8.80120;9.78970;31.96100;11.31710;7.34020;2.50880;1259.37000;2256.73000;10489.28910;1.51730;40.49490;3500.80000;13.18460;
2005-12-12;10539.98930;4673.12990;5301.21000;3514.07010;10767.76950;1260.43010;2260.95000;5.72170;13.28840;7.24630;3.80790;2.45080;0.11900;26.58230;24.67370;38.89430;41.97580;59.01720;17.08200;23.22910;29.86660;27.89300;11.66120;44.53650;15.52120;69.50630;8.91540;14.19180;27.31490;5.98410;8.90000;9.94430;32.17890;11.34270;7.39140;2.52190;1260.43010;2260.95000;10539.98930;1.53860;40.46630;3514.07010;13.26830;
2005-12-13;10533.58890;4693.39990;5310.27980;3528.34010;10823.71970;1267.43010;2265.00000;5.72170;13.42100;7.22180;3.81500;2.43230;0.11840;26.60100;24.41630;39.00970;41.49970;59.18880;17.05480;23.12630;29.86660;28.04970;11.76180;45.43810;15.63890;69.13280;8.91540;14.29880;27.81200;5.99260;8.80530;10.02340;32.68540;11.33760;7.40410;2.51530;1267.43010;2265.00000;10533.58890;1.53150;41.18230;3528.34010;13.18980;
2005-12-14;10502.38960;4674.85010;5286.75980;3519.12010;10883.50980;1272.74000;2262.59010;5.67180;13.44220;7.24140;3.81140;2.43880;0.11700;26.20270;24.34280;39.00970;40.79820;59.13150;17.11470;23.42790;29.96020;27.76770;11.75180;45.52250;15.66370;68.63850;8.91540;14.11700;27.83750;5.96710;8.74360;9.97720;32.72900;11.07640;7.47440;2.51530;1272.74000;2262.59010;10502.38960;1.52440;40.58080;3519.12010;13.17930;
2005-12-15;10483.48930;4673.14010;5295.81980;3522.30000;10881.66990;1270.93990;2260.62990;5.67180;13.33080;7.23650;3.78680;2.43120;0.12190;26.30850;24.32810;39.06750;40.73310;59.13150;17.19890;23.42790;30.05370;27.76770;11.71150;45.53540;16.28920;68.92960;8.58520;13.96730;27.58260;5.96280;8.69010;10.06840;32.93050;10.90740;7.44880;2.48100;1270.93990;2260.62990;10483.48930;1.51730;40.43770;3522.30000;13.24740;
2005-12-16;10555.28910;4704.41020;5353.66020;3556.76000;10875.58980;1267.31990;2252.48000;5.66730;13.33610;7.30520;3.83960;2.44870;0.12510;26.48270;24.14420;38.95200;41.33440;59.76060;17.51970;23.64730;30.31550;28.23780;11.82220;46.44350;16.53700;69.86330;8.91540;13.98340;27.44240;5.95430;8.60370;10.38120;33.22460;10.79990;7.46800;2.45380;1267.31990;2252.48000;10555.28910;1.53860;41.12500;3556.76000;13.44100;
2005-12-19;10528.28910;4694.85990;5350.18020;3551.10010;10836.53030;1259.92000;2222.74000;5.65370;13.02840;7.30030;3.82910;2.43670;0.12420;26.65080;24.15160;38.89430;40.95350;59.53190;17.37840;23.47590;30.22200;27.92440;11.68130;46.83280;16.40070;70.11050;8.91540;13.80700;27.25120;5.87770;8.50080;10.33980;33.33360;11.06110;7.56380;2.47990;1259.92000;2222.74000;10528.28910;1.52440;42.27050;3551.10010;13.53000;
2005-12-20;10572.28910;4703.48000;5356.60010;3561.11010;10805.54980;1259.62000;2222.41990;5.64920;13.12390;7.29050;3.83960;2.46280;0.12510;26.51390;23.93830;38.66350;40.97860;59.81050;17.45180;23.61990;30.35290;27.51700;11.56060;46.76790;16.45640;69.94020;8.91540;13.81770;27.27670;5.87340;8.41030;10.52120;33.48070;11.04060;7.65330;2.52680;1259.62000;2222.41990;10572.28910;1.53150;42.87190;3561.11010;13.62940;
